130000
0.000000 10.000000 0.000000 100.000000
2
   7.5497052807   97.5663630746
   4.4845948575   85.7464115069
   1.8189220837   15.5181320922
   9.1357583595   55.0429436634
   4.7707504289   74.8880525003
   3.0288659609   50.7301428126
   2.7112981736   66.6256989663
   0.7703664856   45.9535117941
   8.6812261719   12.5810639991
   2.4838680273   28.3701678404
   8.3955026690   50.0412680442
   6.9616403463   39.1257664371
   0.9377132081   50.6507902642
   2.1970625185   52.0800107401
   4.5372135679   90.6532633075
   9.0650226497   20.8691884395
   8.8219626336   35.4961750729
   0.6615599900    6.4088471264
   5.1014307165   97.9731834950
   6.1451790790   98.7218114541
   7.2861235995   91.7404503989
   4.9451954220   99.9742177315
   5.8366149365   57.1556190761
   4.5927729479   45.1784110373
   6.9736683122   70.7664097523
   7.3548578878   53.6917097651
   2.0807677750   43.1649823408
   9.2817476249   30.1848098311
   9.3815772605   14.7881013876
   8.2264820571   39.1879082374
   0.5441364648   72.9150470220
   6.0057096677   93.6609909840
   0.8411222048   66.6726966233
   0.0069838064   59.4255292134
   6.4645880072   61.5216288536
   5.8147340621   37.5071160204
   5.3262079253    7.5992948411
   3.7481333705   11.6282285711
   6.4754913917   83.4090631844
   5.6806639608   34.4915969924
   5.4175472890   30.3552184861
   8.8183306804   74.9831506400
   7.3520200827   81.0007830062
   0.5167960425   67.3359733854
   9.5788884394   87.4327809957
   0.6523881623    1.2302490423
   6.0347828018   66.5809782998
   9.4891240026   68.7590500660
   3.3253674877   94.9610781367
   2.8184579279   97.8995549948
   5.6482706944   86.3319199003
   3.5406670969    9.7447861497
   9.3931214741   72.8880047206
   2.1373014721   58.6861286586
   5.6297067858   78.1796543757
   9.3177725651   10.4725407485
   0.8534872815   81.3610324084
   8.5455691389   82.0550736422
   6.2361815368   90.6236518596
   4.9391046981   58.1506997618
   7.8056432809   55.9149286039
   5.9380948804   38.4042607799
   2.2495906904   54.2721887838
   0.7163310846   55.7495817802
   4.9233266874   35.3478901253
   5.3649136728    5.7159738176
   2.1679809979   89.0558077437
   1.5460759967   15.6110247204
   6.1943812418   36.8337747347
   7.4297153379   18.2408802296
   1.5013429064   67.4748789833
   2.8713420978   23.5483018791
   4.8835911392   14.1691123667
   0.5603375475   11.1977267131
   0.4792764180   54.9944224558
   6.9348426475   82.8491969886
