10000
0.000000 1.000000 0.000000 1.000000
2
   0.6778085333    0.2833470070
   0.9820744540    0.7819775985
   0.9099643663    0.9853584114
   0.4342952680    0.4954052705
   0.0703901253    0.9126957468
   0.8534855269    0.0149338646
   0.4437956793    0.2789469903
   0.2389308946    0.7115943342
   0.5307883800    0.6390191725
   0.3757468287    0.7228088317
   0.5182234563    0.6597682073
   0.0868314989    0.4461544428
   0.5902402953    0.6169890825
   0.0828512893    0.1409528219
   0.6945716332    0.2594907029
   0.0035998700    0.3723801660
   0.5428377099    0.9856743240
   0.1543577640    0.4528020757
   0.9710327354    0.5886530320
   0.9482073462    0.0414228603
   0.5013487784    0.8016928727
   0.0563567248    0.9451444577
   0.0806398625    0.2952876195
   0.6567387915    0.6114282425
   0.9343067920    0.0324856197
   0.3342370737    0.4525302478
   0.6922538274    0.4210685731
   0.8986846907    0.2824941223
   0.0380576551    0.9815359805
   0.4234469442    0.7326292883
   0.2410266829    0.4270468142
   0.1050094539    0.7838643928
   0.4127211377    0.2593672179
   0.2366664681    0.3837538727
   0.8480202499    0.1848738138
   0.4251767329    0.3493690278
   0.9865666865    0.4815334577
   0.2945134855    0.0672065486
   0.7768210772    0.9512522770
   0.6786347910    0.7111278687
   0.9837378971    0.0128718643
   0.1636581166    0.6759917241
   0.4339404374    0.0623428067
   0.9584858464    0.4719980929
   0.0438787868    0.3819327901
   0.2046273808    0.2849054696
   0.8089796043    0.3096368352
   0.0687698620    0.2217007415
   0.5690040530    0.3054363301
   0.6054546147    0.4170243030
   0.4903101439    0.0306313471
   0.7663933308    0.4768768300
   0.5121648053    0.0609068158
   0.5440833785    0.2889858821
   0.0121590928    0.2227181691
   0.0001137508    0.9958969899
   0.2355900338    0.1637718674
   0.6718887136    0.6695304712
   0.2261146741    0.6303745595
   0.1415285636    0.2699934613
   0.0123073491    0.3461559449
   0.5548989310    0.8212869534
   0.6557927801    0.6236687934
   0.0429876945    0.2247968326
   0.9291051235    0.6484423092
   0.6418211356    0.4194152674
   0.6790736568    0.4082144664
   0.8962920974    0.1912384616
   0.4691212822    0.4403754759
   0.4802243437    0.4812803750
   0.6630936450    0.4803380945
   0.4771773645    0.8986836788
   0.6441099619    0.1490660776
   0.5682141499    0.8702246365
   0.7794406371    0.7097427136
   0.1402180973    0.7917479862
   0.0558986580    0.6951170283
   0.6130349392    0.7116914381
   0.3187858212    0.6560226342
   0.9364882712    0.2478909447
   0.3044649429    0.5783094063
   0.6673062121    0.9835385997
   0.9865238727    0.5635983090
   0.1747770608    0.4556451549
   0.0039737844    0.6550014050
   0.9369255299    0.6670674298
   0.1353394990    0.4141028944
   0.5657511081    0.7794494614
   0.5631689721    0.1339652576
   0.6496740974    0.3426096092
   0.8437079717    0.7898921947
   0.1343575949    0.8996066297
   0.4850092225    0.7473925346
   0.6112980678    0.8037950442
   0.4034151684    0.5477863385
   0.0516859885    0.7078801113
   0.1260957444    0.7189922005
   0.6914187110    0.1126196171
   0.2825905091    0.8661957718
   0.5682647720    0.2865642939
   0.5211971763    0.5051903015
   0.9536317237    0.6565366758
   0.9192931959    0.5193828314
   0.4359861368    0.4824621680
   0.6533480895    0.0856602337
   0.8250717771    0.4970560607
   0.8755524284    0.9594293721
   0.3966626899    0.3605616504
   0.7068219062    0.0079607572
   0.1643566942    0.1102370741
   0.5557470958    0.2160426826
   0.8181171859    0.6818428406
   0.9350348832    0.5095358964
   0.7944624577    0.2176253922
   0.3757316677    0.3627272292
   0.5041896862    0.8969288445
   0.8679175306    0.4578214094
   0.5534655198    0.7872107265
   0.9772042408    0.9894516566
   0.2696728940    0.6305523299
   0.0751118898    0.0947446707
   0.1276083901    0.9506643181
   0.0541740423    0.5242710805
   0.3112259681    0.7609959490
   0.5322318378    0.4755826627
   0.8712330232    0.0879789335
   0.6916253454    0.6893502086
   0.7698217741    0.6266602285
   0.1988861045    0.5642842313
   0.8442856208    0.5746177726
   0.9270114605    0.3484753065
   0.4715466166    0.7949289907
   0.8062967159    0.0250121360
   0.5821397168    0.7835009563
   0.0144637921    0.8518126108
   0.4140532862    0.0895756819
   0.9465572815    0.5416616763
